eCTRLBrowUp_DownR,eLBrowUp_DownR,Head/Face/Brow
eCTRLBrowUp_DownR_NEGATIVE_,eLBrowUp_DownR_VE_,Head/Face/Brow
eCTRLCheeksBalloon,eLCheeksBalloon,Head/Face/Cheeks
eCTRLCheeksBalloonPucker,eLCheeksBalloonPucker,Head/Face/Cheeks
eCTRLConfused,eLConfused,Head/Expression
eCTRLContempt,eLContempt,Head/Expression
eCTRLDisgust,eLDisgust,Head/Expression
eCTRLExcitement,eLExcitement,Head/Expression
eCTRLEyelidsLowerUpDown,eLEyelidsLowerUpDown,Head/Face/Eyelids
eCTRLEyelidsLowerUpDownL,eLEyelidsLowerUpDownL,Head/Face/Eyelids
eCTRLEyelidsLowerUpDownL_NEGATIVE_,eLEyelidsLowerUpDownL_VE_,Head/Face/Eyelids
eCTRLEyelidsLowerUpDownR,eLEyelidsLowerUpDownR,Head/Face/Eyelids
eCTRLEyelidsLowerUpDownR_NEGATIVE_,eLEyelidsLowerUpDownR_VE_,Head/Face/Eyelids
eCTRLEyelidsUpperDownUp,eLEyelidsUpperDownUp,Head/Face/Eyelids
eCTRLEyelidsUpperDownUpL,eLEyelidsUpperDownUpL,Head/Face/Eyelids
eCTRLEyelidsUpperDownUpL_NEGATIVE_,eLEyelidsUpperDownUpL_VE_,Head/Face/Eyelids
eCTRLEyelidsUpperDownUpR,eLEyelidsUpperDownUpR,Head/Face/Eyelids
eCTRLEyelidsUpperDownUpR_NEGATIVE_,eLEyelidsUpperDownUpR_VE_,Head/Face/Eyelids
eCTRLEyesClosedL,eLEyesClosedL,Head/Face/Eyes
eCTRLEyesClosedR,eLEyesClosedR,Head/Face/Eyes
eCTRLEyesSquint,eLEyesSquint,Head/Face/Eyes
eCTRLEyesSquintL,eLEyesSquintL,Head/Face/Eyes
eCTRLEyesSquintR,eLEyesSquintR,Head/Face/Eyes
eCTRLFear,eLFear,Head/Expression
eCTRLFlirting,eLFlirting,Head/Expression
eCTRLFrown,eLFrown,Head/Expression
eCTRLGlare,eLGlare,Head/Expression
eCTRLHappy,eLHappy,Head/Expression
eCTRLJawOut_In,eLJawOut_In,Head/Face/Jaw
eCTRLJawOut_In_NEGATIVE_,eLJawOut_In_VE_,Head/Face/Jaw
eCTRLLipBottomIn_Out,eLLipBottomIn_Out,Head/Face/Mouth
eCTRLLipBottomIn_OutL,eLLipBottomIn_OutL,Head/Face/Mouth
eCTRLLipBottomIn_OutL_NEGATIVE_,eLLipBottomIn_OutL_VE_,Head/Face/Mouth
eCTRLLipBottomIn_OutR,eLLipBottomIn_OutR,Head/Face/Mouth
eCTRLLipBottomIn_OutR_NEGATIVE_,eLLipBottomIn_OutR_VE_,Head/Face/Mouth
eCTRLLipBottomUp_Down,eLLipBottomUp_Down,Head/Face/Mouth
eCTRLLipBottomUp_DownL,eLLipBottomUp_DownL,Head/Face/Mouth
eCTRLLipBottomUp_DownL_NEGATIVE_,eLLipBottomUp_DownL_VE_,Head/Face/Mouth
eCTRLLipBottomUp_DownR,eLLipBottomUp_DownR,Head/Face/Mouth
eCTRLLipBottomUp_DownR_NEGATIVE_,eLLipBottomUp_DownR_VE_,Head/Face/Mouth
eCTRLLipsPart,eLLipsPart,Head/Face/Mouth
eCTRLLipsPart_NEGATIVE_,eLLipsPart_VE_,Head/Face/Mouth
eCTRLLipsPartCenter,eLLipsPartCenter,Head/Face/Mouth
eCTRLLipsPucker,eLLipsPucker,Head/Face/Mouth
eCTRLLipsPuckerWide,eLLipsPuckerWide,Head/Face/Mouth
eCTRLLipTopUp_Down,eLLipTopUp_Down,Head/Face/Mouth
eCTRLLipTopUp_DownL,eLLipTopUp_DownL,Head/Face/Mouth
eCTRLLipTopUp_DownL_NEGATIVE_,eLLipTopUp_DownL_VE_,Head/Face/Mouth
eCTRLLipTopUp_DownR,eLLipTopUp_DownR,Head/Face/Mouth
eCTRLLipTopUp_DownR_NEGATIVE_,eLLipTopUp_DownR_VE_,Head/Face/Mouth
eCTRLMouthCornerUp_Down,eLMouthCornerUp_Down,Head/Face/Mouth
eCTRLMouthFrown,eLMouthFrown,Head/Face/Mouth
eCTRLMouthNarrow,eLMouthNarrow,Head/Face/Mouth
eCTRLMouthNarrowL,eLMouthNarrowL,Head/Face/Mouth
eCTRLMouthNarrowL_NEGATIVE_,eLMouthNarrowL_VE_,Head/Face/Mouth
eCTRLMouthNarrowR,eLMouthNarrowR,Head/Face/Mouth
eCTRLMouthNarrowR_NEGATIVE_,eLMouthNarrowR_VE_,Head/Face/Mouth
eCTRLMouthOpen,eLMouthOpen,Head/Face/Mouth
eCTRLMouthOpen_NEGATIVE_,eLMouthOpen_VE_,Head/Face/Mouth
eCTRLMouthOpenWide,eLMouthOpenWide,Head/Face/Mouth
eCTRLMouthSmile,eLMouthSmile,Head/Face/Mouth
eCTRLMouthSmileOpen,eLMouthSmileOpen,Head/Face/Mouth
eCTRLMouthSmileOpen_NEGATIVE_,eLMouthSmileOpen_VE_,Head/Face/Mouth
eCTRLMouthSmileSimple,eLMouthSmileSimple,Head/Face/Mouth
eCTRLMouthSmileSimpleL,eLMouthSmileSimpleL,Head/Face/Mouth
eCTRLMouthSmileSimpleL_NEGATIVE_,eLMouthSmileSimpleL_VE_,Head/Face/Mouth
eCTRLMouthSmileSimpleR,eLMouthSmileSimpleR,Head/Face/Mouth
eCTRLMouthSmileSimpleR_NEGATIVE_,eLMouthSmileSimpleR_VE_,Head/Face/Mouth
eCTRLPain,eLPain,Head/Expression
eCTRLSad,eLSad,Head/Expression
eCTRLScream,eLScream,Head/Expression
eCTRLShock,eLShock,Head/Expression
eCTRLSnarl,eLSnarl,Head/Expression
eCTRLSurprised,eLSurprised,Head/Expression
eCTRLvAA,eLvAA,"Head/Face/Viseme,Viseme"
eCTRLvEE,eLvEE,"Head/Face/Viseme,Viseme"
eCTRLvEH,eLvEH,"Head/Face/Viseme,Viseme"
eCTRLvER,eLvER,"Head/Face/Viseme,Viseme"
eCTRLvF,eLvF,"Head/Face/Viseme,Viseme"
eCTRLvIH,eLvIH,"Head/Face/Viseme,Viseme"
eCTRLvIY,eLvIY,"Head/Face/Viseme,Viseme"
eCTRLvK,eLvK,"Head/Face/Viseme,Viseme"
eCTRLvL,eLvL,"Head/Face/Viseme,Viseme"
eCTRLvM,eLvM,"Head/Face/Viseme,Viseme"
eCTRLvOW,eLvOW,"Head/Face/Viseme,Viseme"
eCTRLvS,eLvS,"Head/Face/Viseme,Viseme"
eCTRLvSH,eLvSH,"Head/Face/Viseme,Viseme"
eCTRLvT,eLvT,"Head/Face/Viseme,Viseme"
eCTRLvTH,eLvTH,"Head/Face/Viseme,Viseme"
eCTRLvUW,eLvUW,"Head/Face/Viseme,Viseme"
eCTRLvW,eLvW,"Head/Face/Viseme,Viseme"
FBMEmaciated,Emaciated,Body/Fitness
Eye_Sag_Top,Eye_Sag_Top,Head/Face/Eyes
PHMEyelashesHideLayer1,EyelashesHideLayer1,Head/Face/Eyes
PHMEyelashesHideLayer2,EyelashesHideLayer2,Head/Face/Eyes
PHMEyelashesLength,EyelashesLength,Head/Face/Eyes
Eyelid_Size,Eyelid_Size,Head/Face/Eyes
PHMEyelidsFoldDown,EyelidsFoldDown,Head/Face/Eyes
PHMEyesAlmondInner,EyesAlmondInner,Head/Face/Eyes
PHMEyesAlmondOuter,EyesAlmondOuter,Head/Face/Eyes
PHMEyesAngledInner,EyesAngledInner,Head/Face/Eyes
PHMEyesAngledInner_NEGATIVE_,EyesAngledInner_VE_,Head/Face/Eyes
PHMEyesAngledOuter,EyesAngledOuter,Head/Face/Eyes
PHMEyesAngledOuter_NEGATIVE_,EyesAngledOuter_VE_,Head/Face/Eyes
PHMEyesHeight,EyesHeight,Head/Face/Eyes
PHMEyesHeight_NEGATIVE_,EyesHeight_VE_,Head/Face/Eyes
PHMEyesIrisSize,EyesIrisSize,Head/Face/Eyes
PHMEyesIrisSize_NEGATIVE_,EyesIrisSize_VE_,Head/Face/Eyes
PHMEyesPuffyLower,EyesPuffyLower,Head/Face/Eyes
PHMEyesPupilsSlit,EyesPupilsSlit,Head/Face/Eyes
PHMEyesSize,EyesSize,Head/Face/Eyes
PHMEyesSize_NEGATIVE_,EyesSize_VE_,Head/Face/Eyes
PHMFaceCenterDepth,FaceCenterDepth,Head/Face
PHMFaceFlat,FaceFlat,Head/Face
PHMFaceFlat_NEGATIVE_,FaceFlat_VE_,Head/Face
PHMFaceHeart,FaceHeart,Head/Face
PHMFaceHeart_NEGATIVE_,FaceHeart_VE_,Head/Face
PHMFaceRound,FaceRound,Head/Face
PHMFaceRound_NEGATIVE_,FaceRound_VE_,Head/Face
PHMFaceSquare,FaceSquare,Head/Face
PHMFaceSquare_NEGATIVE_,FaceSquare_VE_,Head/Face
PHMFaceYoung,FaceYoung,Head/Face
PHMFaceYoung_NEGATIVE_,FaceYoung_VE_,Head/Face
SCLFingersLength,FingersLength,Body/Proportion/Arms/Hands
SCLFingersLength_NEGATIVE_,FingersLength_VE_,Body/Proportion/Arms/Hands
SCLFingersLengthL,FingersLengthL,Body/Proportion/Arms/Hands
SCLFingersLengthL_NEGATIVE_,FingersLengthL_VE_,Body/Proportion/Arms/Hands
SCLFingersLengthR,FingersLengthR,Body/Proportion/Arms/Hands
SCLFingersLengthR_NEGATIVE_,FingersLengthR_VE_,Body/Proportion/Arms/Hands
SCLFingersWidth,FingersWidth,Body/Proportion/Arms/Hands
SCLFingersWidth_NEGATIVE_,FingersWidth_VE_,Body/Proportion/Arms/Hands
SCLFingersWidthL,FingersWidthL,Body/Proportion/Arms/Hands
SCLFingersWidthL_NEGATIVE_,FingersWidthL_VE_,Body/Proportion/Arms/Hands
SCLFingersWidthR,FingersWidthR,Body/Proportion/Arms/Hands
SCLFingersWidthR_NEGATIVE_,FingersWidthR_VE_,Body/Proportion/Arms/Hands
FBMFitnessDetails,FitnessDetails,Body/Fitness
FBMFitnessSize,FitnessSize,Body/Fitness
PBMForearmsSize,ForearmsSize,Body/Arms
PBMForearmsSize_NEGATIVE_,ForearmsSize_VE_,Body/Arms
G2M_FHMAlienGrey,G2M_AlienGrey,Head/Creature
G2M_FHMAlienGreySmooth,G2M_AlienGreySmooth,Head/Creature
G2M_FHMAlienHumanoid,G2M_AlienHumanoid,Head/Creature
G2M_PHMAlienScalp,G2M_AlienScalp,Head/Creature
G2M_FHMAmphibiousAlien,G2M_AmphibiousAlien,Head/Creature
G2M_FHMAquaticAlien,G2M_AquaticAlien,Head/Creature
G2M_FHMBat,G2M_Bat,Head/Creature
G2M_PBMBelly,G2M_Belly,Head/Creature
G2M_FHMDemon,G2M_Demon,Head/Creature
G2M_PHMEarAlien,G2M_EarAlien,Head/Ears/Creature
G2M_PHMEarBat,G2M_EarBat,Head/Ears/Creature
G2M_PHMEarCat,G2M_EarCat,Head/Ears/Creature
G2M_PHMEarCatBack,G2M_EarCatBack,Head/Ears/Creature
G2M_PHMEarChimp,G2M_EarChimp,Head/Ears/Creature
G2M_PHMEarDeer,G2M_EarDeer,Head/Ears/Creature
G2M_PHMEarDeerBack,G2M_EarDeerBack,Head/Ears/Creature
G2M_PHMEarElfElfln,G2M_EarElfElfln,Head/Ears/Creature
G2M_PHMEarElfMid,G2M_EarElfMid,Head/Ears/Creature
G2M_PHMEarElfShort,G2M_EarElfShort,Head/Ears/Creature
G2M_PHMEarFin,G2M_EarFin,Head/Ears/Creature
G2M_PHMEarGremlin,G2M_EarGremlin,Head/Ears/Creature
G2M_PHMEarMouse,G2M_EarMouse,Head/Ears/Creature
G2M_PHMEarMouseBack,G2M_EarMouseBack,Head/Ears/Creature
G2M_PHMEarPanther,G2M_EarPanther,Head/Ears/Creature
G2M_PHMEarsGone,G2M_EarsGone,Head/Ears/Creature
G2M_PHMEarsPig,G2M_EarsPig,Head/Ears/Creature
G2M_PHMEarsRabbit,G2M_EarsRabbit,Head/Ears/Creature
G2M_FBMExo,G2M_Exo,Body/Creature
G2M_FHMExoHead,G2M_ExoHead,Head/Creature
G2M_PHMEyesCat,G2M_EyesCat,Eyes/Creature
G2M_FHMFaerie,G2M_Faerie,Head/Creature
G2M_PBMFeetBeast,G2M_FeetBeast,Body/Legs/Creature
G2M_PBMFeetElongated,G2M_FeetElongated,Body/Proportion/Legs
G2M_PBMFeetFroglike,G2M_FeetFroglike,Body/Legs/Creature
G2M_PBMFingernailsClaw,G2M_FingernailsClaw,Body/Arms/Hands/Creature
G2M_FBMGoblin,G2M_Goblin,Body/Creature
G2M_FHMGoblinHead,G2M_GoblinHead,Head/Creature
G2M_FHMGorilla,G2M_Gorilla,Head/Creature
G2M_FHMHammerHeadAlien,G2M_HammerHeadAlien,Head/Creature
G2M_PBMHandsBeast,G2M_HandsBeast,Body/Arms/Hands/Creature
G2M_PBMHandsElongated,G2M_HandsElongated,Body/Proportion/Arms/Hands
G2M_PBMHandsFroglike,G2M_HandsFroglike,Body/Arms/Hands/Creature
G2M_PBMHandsWitch,G2M_HandsWitch,Body/Arms/Hands/Creature
G2M_FHMHellFiend,G2M_HellFiend,Head/Creature
G2M_FHMHobgoblin,G2M_Hobgoblin,Head/Creature
G2M_PBMHunchback,G2M_Hunchback,Body/Creature
G2M_PHMlHornFrontHigh,G2M_lHornFrontHigh,Head/Creature
G2M_PHMlHornFrontLarge,G2M_lHornFrontLarge,Head/Creature
G2M_PHMlHornFrontSmall,G2M_lHornFrontSmall,Head/Creature
G2M_PHMlHornSide,G2M_lHornSide,Head/Creature
G2M_FHMLion,G2M_Lion,Head/Creature
G2M_PHMMolarsGone,G2M_MolarsGone,Head/Face/Mouth
G2M_PHMNoseCat,G2M_NoseCat,Head/Face/Nose/Creature
G2M_PHMNoseFaerie,G2M_NoseFaerie,Head/Face/Nose/Creature
G2M_PHMNoseHag,G2M_NoseHag,Head/Face/Nose/Creature
G2M_PHMNosePig,G2M_NosePig,Head/Face/Nose/Creature
G2M_PHMNoseZombie,G2M_NoseZombie,Head/Face/Nose/Creature
G2M_FHMOrc,G2M_Orc,Head/Creature
G2M_FHMPlatedHeadAlien,G2M_PlatedHeadAlien,Head/Creature
G2M_PHMrHornFrontHigh,G2M_rHornFrontHigh,Head/Creature
G2M_PHMrHornFrontLarge,G2M_rHornFrontLarge,Head/Creature
G2M_PHMrHornFrontSmall,G2M_rHornFrontSmall,Head/Creature
G2M_PHMrHornSide,G2M_rHornSide,Head/Creature
G2M_FBMRomanBody,G2M_RomanBody,Body
G2M_FHMRomanHead,G2M_RomanHead,Head
G2M_PHMScalpCrest,G2M_ScalpCrest,Head/Creature
G2M_FHMSkeletalVampire,G2M_SkeletalVampire,Head/Creature
G2M_FHMSmoothHeadAlien,G2M_SmoothHeadAlien,Head/Creature
G2M_PHMTeethBeastBottom,G2M_TeethBeastBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethBeastNarrowBottom,G2M_TeethBeastNarrowBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethBeastNarrowTop,G2M_TeethBeastNarrowTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethBeastTop,G2M_TeethBeastTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethCanineSharpBottom,G2M_TeethCanineSharpBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethCanineSharpTop,G2M_TeethCanineSharpTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethChip,G2M_TeethChip,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethExCrooked,G2M_TeethExCrooked,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethFangBottom,G2M_TeethFangBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethFangTop,G2M_TeethFangTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethMessy,G2M_TeethMessy,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethNosferatu,G2M_TeethNosferatu,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethSharpBottom,G2M_TeethSharpBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethSharpLongBottom,G2M_TeethSharpLongBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethSharpLongTop,G2M_TeethSharpLongTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethSharpTop,G2M_TeethSharpTop,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethSlant,G2M_TeethSlant,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethVampireBottom,G2M_TeethVampireBottom,Head/Face/Mouth/Teeth/Creature
G2M_PHMTeethVampireTop,G2M_TeethVampireTop,Head/Face/Mouth/Teeth/Creature
G2M_PBMToenailsClaw,G2M_ToenailsClaw,Body/Legs/Creature
G2M_PHMTongueFork,G2M_TongueFork,Head/Face/Mouth/Creature
G2M_PHMTongueForkShort,G2M_TongueForkShort,Head/Face/Mouth/Creature
G2M_FHMWarlock,G2M_Warlock,Head/Creature
G2M_FBMWizard,G2M_Wizard,Body/Creature
G2M_FHMWizardHead,G2M_WizardHead,Head/Creature
G2M_FBMZombie,G2M_Zombie,Body/Creature
G2M_FHMZombieHead,G2M_ZombieHead,Head/Creature
PBMGlutesSize,GlutesSize,Body/Legs
PBMGlutesSize_NEGATIVE_,GlutesSize_VE_,Body/Legs
FBMHeavy,Heavy,Body
FBMHeight,Height,Body/Proportion
FBMHeight_NEGATIVE_,Height_VE_,Body/Proportion
PHMJawAngle,JawAngle,Head/Face/Jaw
PHMJawAngle_NEGATIVE_,JawAngle_VE_,Head/Face/Jaw
PHMJawCornerWidth,JawCornerWidth,Head/Face/Jaw
PHMJawCornerWidth_NEGATIVE_,JawCornerWidth_VE_,Head/Face/Jaw
PHMJawCurve,JawCurve,Head/Face/Jaw
PHMJawCurve_NEGATIVE_,JawCurve_VE_,Head/Face/Jaw
PHMJawHeight,JawHeight,Head/Face/Jaw
PHMJawHeight_NEGATIVE_,JawHeight_VE_,Head/Face/Jaw
PHMJawlineDepth,JawlineDepth,Head/Face/Jaw
PHMJawlineDepth_NEGATIVE_,JawlineDepth_VE_,Head/Face/Jaw
PHMLacrimalsPinch,LacrimalsPinch,Head/Face/Eyes
PBMLatsSize,LatsSize,Body/Legs
PBMLatsSize_NEGATIVE_,LatsSize_VE_,Body/Legs
CTRLCheekbonesSize,LCheekbonesSize,Head/Face/Cheeks
CTRLCrowsFeetHD,LCrowsFeetHD,Head/FaceFace
PBMLegsLength,LegsLength,Body/Legs
PBMLegsLength_NEGATIVE_,LegsLength_VE_,Body/Legs
PHMLipDepthLower,LipDepthLower,Head/Face/Mouth
PHMLipLowerSize,LipLowerSize,Head/Face/Mouth
PHMLipLowerSize_NEGATIVE_,LipLowerSize_VE_,Head/Face/Mouth
PHMLipsHeart,LipsHeart,Head/Face/Mouth
PHMLipsHeart_NEGATIVE_,LipsHeart_VE_,Head/Face/Mouth
PHMLipsSquare,LipsSquare,Head/Face/Mouth
PHMLipsSquare_NEGATIVE_,LipsSquare_VE_,Head/Face/Mouth
PHMLipUpperSize,LipUpperSize,Head/Face/Mouth
PHMLipUpperSize_NEGATIVE_,LipUpperSize_VE_,Head/Face/Mouth
PBMLoveHandles,LoveHandles,Body
PBMLoveHandles_NEGATIVE_,LoveHandles_VE_,Body
Mouth_Sag,Mouth_Sag,Head/Face/Mouth
PHMMouthCurves,MouthCurves,Head/Face/Mouth
PHMMouthCurves_NEGATIVE_,MouthCurves_VE_,Head/Face/Mouth
PHMMouthHeight,MouthHeight,Head/Face/Mouth
PHMMouthHeight_NEGATIVE_,MouthHeight_VE_,Head/Face/Mouth
PHMMouthSize,MouthSize,Head/Face/Mouth
PHMMouthSize_NEGATIVE_,MouthSize_VE_,Head/Face/Mouth
PHMMouthWidth,MouthWidth,Head/Face/Mouth
PHMMouthWidth_NEGATIVE_,MouthWidth_VE_,Head/Face/Mouth
PBMNailsLength,NailsLength,Body/Arms
Neck_Weight,Neck_Weight,Body
SCLNeckLength,NeckLength,Body/Proportion
SCLNeckLength_NEGATIVE_,NeckLength_VE_,Body/Proportion
PBMNeckSize,NeckSize,Body
Nose_Age,Nose_Age,Head/Face/Nose
PHMNoseBridgeDepth,NoseBridgeDepth,Head/Face/Nose
PHMNoseBridgeDepth_NEGATIVE_,NoseBridgeDepth_VE_,Head/Face/Nose
PHMNoseBridgeHeight,NoseBridgeHeight,Head/Face/Nose
PHMNoseBridgeHeight_NEGATIVE_,NoseBridgeHeight_VE_,Head/Face/Nose
PHMNoseBridgeSkew,NoseBridgeSkew,Head/Face/Nose
PHMNoseBridgeSkew_NEGATIVE_,NoseBridgeSkew_VE_,Head/Face/Nose
PHMNoseBridgeSlope,NoseBridgeSlope,Head/Face/Nose
PHMNoseBridgeSlope_NEGATIVE_,NoseBridgeSlope_VE_,Head/Face/Nose
PHMNoseBump,NoseBump,Head/Face/Nose
PHMNoseDepth,NoseDepth,Head/Face/Nose
PHMNoseDepth_NEGATIVE_,NoseDepth_VE_,Head/Face/Nose
PHMNoseHeight,NoseHeight,Head/Face/Nose
PHMNoseHeight_NEGATIVE_,NoseHeight_VE_,Head/Face/Nose
PHMNosePinch,NosePinch,Head/Face/Nose
PHMNosePinch_NEGATIVE_,NosePinch_VE_,Head/Face/Nose
PHMNoseRidgeWidth,NoseRidgeWidth,Head/Face/Nose
PHMNoseRidgeWidth_NEGATIVE_,NoseRidgeWidth_VE_,Head/Face/Nose
PHMNoseSize,NoseSize,Head/Face/Nose
PHMNoseSize_NEGATIVE_,NoseSize_VE_,Head/Face/Nose
PHMNoseTipHeight,NoseTipHeight,Head/Face/Nose
PHMNoseTipHeight_NEGATIVE_,NoseTipHeight_VE_,Head/Face/Nose
PHMNoseTipRound,NoseTipRound,Head/Face/Nose
PHMNoseTipRound_NEGATIVE_,NoseTipRound_VE_,Head/Face/Nose
PHMNoseWidth,NoseWidth,Head/Face/Nose
PHMNoseWidth_NEGATIVE_,NoseWidth_VE_,Head/Face/Nose
PHMNostrilWingSize,NostrilWingSize,Head/Face/Nose
PHMNostrilWingSize_NEGATIVE_,NostrilWingSize_VE_,Head/Face/Nose
PHMNostrilWingWidth,NostrilWingWidth,Head/Face/Nose
PHMNostrilWingWidth_NEGATIVE_,NostrilWingWidth_VE_,Head/Face/Nose
CBMOlderTeen,OlderTeen,Body/Age
SCLPalmScale,PalmScale,Body/Proportion/Arms
SCLPalmScale_NEGATIVE_,PalmScale_VE_,Body/Proportion/Arms
SCLPalmScaleL,PalmScaleL,Body/Proportion/Arms
SCLPalmScaleL_NEGATIVE_,PalmScaleL_VE_,Body/Proportion/Arms
SCLPalmScaleR,PalmScaleR,Body/Proportion/Arms
SCLPalmScaleR_NEGATIVE_,PalmScaleR_VE_,Body/Proportion/Arms
PBMPectoralsCleavage,PectoralsCleavage,Body/Chest
PBMPectoralsDiameter,PectoralsDiameter,Body/Chest
PBMPectoralsHeavy,PectoralsHeavy,Body/Chest
PBMPectoralsSag,PectoralsSag,Body/Chest
FBMPortly,Portly,Body
SCLPropagatingChest,PropagatingChest,Body/Proportion/Chest
SCLPropagatingChest_NEGATIVE_,PropagatingChest_VE_,Body/Proportion/Chest
SCLPropagatingFoot,PropagatingFoot,Body/Proportion/Legs
SCLPropagatingFoot_NEGATIVE_,PropagatingFoot_VE_,Body/Proportion/Legs
SCLPropagatingFootL,PropagatingFootL,Body/Proportion/Legs
SCLPropagatingFootL_NEGATIVE_,PropagatingFootL_VE_,Body/Proportion/Legs
SCLPropagatingFootR,PropagatingFootR,Body/Proportion/Legs
SCLPropagatingFootR_NEGATIVE_,PropagatingFootR_VE_,Body/Proportion/Legs
SCLPropagatingHand,PropagatingHand,Body/Proportion/Arms/Hands
SCLPropagatingHand_NEGATIVE_,PropagatingHand_VE_,Body/Proportion/Arms/Hands
SCLPropagatingHandL,PropagatingHandL,Body/Proportion/Arms/Hands
SCLPropagatingHandL_NEGATIVE_,PropagatingHandL_VE_,Body/Proportion/Arms/Hands
SCLPropagatingHandR,PropagatingHandR,Body/Proportion/Arms/Hands
SCLPropagatingHandR_NEGATIVE_,PropagatingHandR_VE_,Body/Proportion/Arms/Hands
SCLPropagatingHead,PropagatingHead,Head/Proportion
SCLPropagatingHead_NEGATIVE_,PropagatingHead_VE_,Head/Proportion
PBMRibcageSize,RibcageSize,Body
PBMShinsSize,ShinsSize,Body/Legs
SCLShldrsScale,ShldrsScale,Body/Proportion/Arms
SCLShldrsScale_NEGATIVE_,ShldrsScale_VE_,Body/Proportion/Arms
SCLShldrsWidth,ShldrsWidth,Body/Proportion/Arms
